datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2011-01-03 10:00:00,1,0,1,1,0.18,0.1667,0.43,0.2537,11,33,44
2011-01-03 11:00:00,1,0,1,1,0.2,0.1818,0.4,0.3284,10,41,51
2011-01-03 12:00:00,1,0,1,1,0.22,0.2121,0.35,0.2985,13,48,61
2011-01-03 13:00:00,1,0,1,1,0.24,0.2121,0.35,0.2836,8,53,61
2011-01-03 14:00:00,1,0,1,1,0.26,0.2424,0.3,0.2836,11,66,77
2011-01-03 15:00:00,1,0,1,1,0.26,0.2424,0.3,0.2537,14,58,72
2011-01-03 16:00:00,1,0,1,1,0.26,0.2424,0.3,0.2537,9,67,76
2011-01-03 17:00:00,1,0,1,1,0.24,0.2273,0.3,0.2239,11,146,157
2011-01-03 18:00:00,1,0,1,1,0.24,0.2576,0.32,0.1045,9,148,157
2011-01-03 19:00:00,1,0,1,1,0.2,0.2576,0.47,0.0,8,102,110
2011-01-03 20:00:00,1,0,1,1,0.2,0.2273,0.47,0.1045,3,49,52
2011-01-03 21:00:00,1,0,1,1,0.18,0.197,0.64,0.1343,3,49,52
2011-01-03 22:00:00,1,0,1,1,0.14,0.1515,0.69,0.1343,0,20,20
2011-01-03 23:00:00,1,0,1,1,0.18,0.2121,0.55,0.1045,1,11,12
2011-01-04 00:00:00,1,0,1,1,0.16,0.1818,0.55,0.1045,0,5,5
2011-01-04 01:00:00,1,0,1,1,0.16,0.1818,0.59,0.1045,0,2,2
2011-01-04 02:00:00,1,0,1,1,0.14,0.1515,0.63,0.1343,0,1,1
2011-01-04 04:00:00,1,0,1,1,0.14,0.1818,0.63,0.0896,0,2,2
2011-01-04 05:00:00,1,0,1,1,0.12,0.1515,0.68,0.1045,0,4,4
2011-01-04 06:00:00,1,0,1,1,0.12,0.1515,0.74,0.1045,0,36,36
2011-01-04 07:00:00,1,0,1,1,0.12,0.1515,0.74,0.1343,2,92,94
2011-01-04 08:00:00,1,0,1,1,0.14,0.1515,0.69,0.1642,2,177,179
2011-01-04 09:00:00,1,0,1,1,0.16,0.1515,0.64,0.2239,2,98,100
2011-01-04 10:00:00,1,0,1,2,0.16,0.1364,0.69,0.3284,5,37,42
2011-01-04 11:00:00,1,0,1,1,0.22,0.2121,0.51,0.2985,7,50,57
2011-01-04 12:00:00,1,0,1,1,0.22,0.2273,0.51,0.1642,12,66,78
2011-01-04 13:00:00,1,0,1,1,0.24,0.2273,0.56,0.194,18,79,97
2011-01-04 14:00:00,1,0,1,1,0.26,0.2576,0.52,0.2239,9,54,63
2011-01-04 15:00:00,1,0,1,1,0.28,0.2727,0.52,0.2537,17,48,65
2011-01-04 16:00:00,1,0,1,1,0.3,0.2879,0.49,0.2537,15,68,83
2011-01-04 17:00:00,1,0,1,1,0.28,0.2727,0.48,0.2239,10,202,212
2011-01-04 18:00:00,1,0,1,1,0.26,0.2576,0.48,0.194,3,179,182
2011-01-04 19:00:00,1,0,1,1,0.24,0.2576,0.48,0.1045,2,110,112
2011-01-04 20:00:00,1,0,1,1,0.24,0.2576,0.48,0.1045,1,53,54
2011-01-04 21:00:00,1,0,1,1,0.22,0.2727,0.64,0.0,0,48,48
2011-01-04 22:00:00,1,0,1,1,0.22,0.2576,0.64,0.0896,1,34,35
2011-01-04 23:00:00,1,0,1,1,0.2,0.2273,0.69,0.0896,2,9,11
2011-01-05 00:00:00,1,0,1,1,0.2,0.2576,0.64,0.0,0,6,6
2011-01-05 01:00:00,1,0,1,1,0.16,0.197,0.74,0.0896,0,6,6
2011-01-05 02:00:00,1,0,1,1,0.16,0.197,0.74,0.0896,0,2,2
2011-01-05 04:00:00,1,0,1,1,0.24,0.2273,0.48,0.2239,0,2,2
2011-01-05 05:00:00,1,0,1,1,0.22,0.2273,0.47,0.1642,0,3,3
2011-01-05 06:00:00,1,0,1,1,0.2,0.197,0.47,0.2239,0,33,33
2011-01-05 07:00:00,1,0,1,1,0.18,0.1818,0.43,0.194,1,87,88
2011-01-05 08:00:00,1,0,1,1,0.2,0.1818,0.4,0.2985,3,192,195
2011-01-05 09:00:00,1,0,1,1,0.22,0.197,0.37,0.3284,6,109,115
2011-01-05 10:00:00,1,0,1,1,0.22,0.197,0.37,0.3284,4,53,57
2011-01-05 11:00:00,1,0,1,1,0.26,0.2273,0.33,0.3284,12,34,46
2011-01-05 12:00:00,1,0,1,1,0.26,0.2273,0.33,0.3284,5,74,79
2011-01-05 13:00:00,1,0,1,1,0.28,0.2576,0.3,0.2985,6,65,71
2011-01-05 14:00:00,1,0,1,1,0.3,0.2879,0.28,0.194,10,52,62
2011-01-05 15:00:00,1,0,1,1,0.3,0.2879,0.28,0.194,7,55,62
2011-01-05 16:00:00,1,0,1,1,0.3,0.3182,0.28,0.0896,4,85,89
2011-01-05 17:00:00,1,0,1,1,0.24,0.2273,0.38,0.194,4,186,190
2011-01-05 18:00:00,1,0,1,1,0.24,0.2424,0.38,0.1343,3,166,169
2011-01-05 19:00:00,1,0,1,1,0.24,0.2576,0.38,0.1045,5,127,132
2011-01-05 20:00:00,1,0,1,1,0.22,0.2273,0.47,0.1642,7,82,89
2011-01-05 21:00:00,1,0,1,1,0.2,0.197,0.51,0.194,3,40,43
2011-01-05 22:00:00,1,0,1,1,0.18,0.197,0.55,0.1343,1,41,42
2011-01-05 23:00:00,1,0,1,1,0.2,0.2576,0.47,0.0,1,18,19
2011-01-06 00:00:00,1,0,1,1,0.18,0.2424,0.55,0.0,0,11,11
2011-01-06 01:00:00,1,0,1,1,0.16,0.2273,0.64,0.0,0,4,4
2011-01-06 02:00:00,1,0,1,1,0.16,0.2273,0.64,0.0,0,2,2
2011-01-06 04:00:00,1,0,1,2,0.16,0.197,0.64,0.0896,0,1,1
2011-01-06 05:00:00,1,0,1,2,0.14,0.1818,0.69,0.0896,0,4,4
2011-01-06 06:00:00,1,0,1,2,0.14,0.1667,0.63,0.1045,0,36,36
2011-01-06 07:00:00,1,0,1,2,0.16,0.2273,0.59,0.0,0,95,95
2011-01-06 08:00:00,1,0,1,1,0.16,0.2273,0.59,0.0,3,216,219
2011-01-06 09:00:00,1,0,1,2,0.18,0.2424,0.51,0.0,6,116,122
2011-01-06 10:00:00,1,0,1,1,0.2,0.2576,0.47,0.0,3,42,45
2011-01-06 11:00:00,1,0,1,1,0.22,0.2576,0.44,0.0896,2,57,59
2011-01-06 12:00:00,1,0,1,1,0.26,0.2879,0.35,0.0,6,78,84
2011-01-06 13:00:00,1,0,1,1,0.26,0.2727,0.35,0.1045,12,55,67
2011-01-06 14:00:00,1,0,1,1,0.28,0.2727,0.36,0.1642,11,59,70
2011-01-06 15:00:00,1,0,1,1,0.28,0.2727,0.36,0.0,8,54,62
2011-01-06 16:00:00,1,0,1,1,0.26,0.2576,0.38,0.1642,12,74,86
2011-01-06 17:00:00,1,0,1,1,0.22,0.2273,0.51,0.1642,9,163,172
2011-01-06 18:00:00,1,0,1,1,0.22,0.2273,0.51,0.1343,5,158,163
2011-01-06 19:00:00,1,0,1,1,0.22,0.2576,0.55,0.0896,3,109,112
2011-01-06 20:00:00,1,0,1,1,0.2,0.2121,0.51,0.1642,3,66,69
2011-01-06 21:00:00,1,0,1,2,0.22,0.2121,0.55,0.2239,0,48,48
2011-01-06 22:00:00,1,0,1,2,0.22,0.2121,0.51,0.2836,1,51,52
2011-01-06 23:00:00,1,0,1,2,0.2,0.197,0.59,0.194,4,19,23
2011-01-07 00:00:00,1,0,1,2,0.2,0.197,0.64,0.194,4,13,17
2011-01-07 01:00:00,1,0,1,2,0.2,0.197,0.69,0.2239,2,5,7
2011-01-07 02:00:00,1,0,1,2,0.2,0.197,0.69,0.2239,0,1,1
2011-01-07 04:00:00,1,0,1,2,0.2,0.2121,0.69,0.1343,0,1,1
2011-01-07 05:00:00,1,0,1,3,0.22,0.2727,0.55,0.0,0,5,5
2011-01-07 06:00:00,1,0,1,2,0.2,0.2576,0.69,0.0,8,26,34
2011-01-07 07:00:00,1,0,1,1,0.2,0.2121,0.69,0.1343,8,76,84
2011-01-07 08:00:00,1,0,1,1,0.2,0.197,0.51,0.2537,20,190,210
2011-01-07 09:00:00,1,0,1,1,0.2,0.1818,0.47,0.2985,9,125,134
2011-01-07 10:00:00,1,0,1,1,0.22,0.197,0.37,0.3284,16,47,63
2011-01-07 11:00:00,1,0,1,2,0.2,0.197,0.4,0.2239,19,48,67
2011-01-07 12:00:00,1,0,1,2,0.2,0.197,0.37,0.2537,9,50,59
2011-01-07 13:00:00,1,0,1,2,0.2,0.1818,0.37,0.2836,9,64,73
2011-01-07 14:00:00,1,0,1,2,0.2,0.197,0.4,0.2537,7,43,50
2011-01-07 15:00:00,1,0,1,2,0.2,0.2121,0.37,0.1642,9,63,72
2011-01-07 16:00:00,1,0,1,2,0.2,0.2121,0.37,0.1642,5,82,87
2011-01-07 17:00:00,1,0,1,2,0.2,0.2576,0.37,0.0,9,178,187
2011-01-07 18:00:00,1,0,1,1,0.2,0.2273,0.4,0.0896,7,116,123
2011-01-07 19:00:00,1,0,1,1,0.16,0.197,0.55,0.0896,3,92,95
2011-01-07 20:00:00,1,0,1,1,0.18,0.2121,0.47,0.1045,1,50,51
2011-01-07 21:00:00,1,0,1,1,0.18,0.197,0.47,0.1343,0,39,39
2011-01-07 22:00:00,1,0,1,2,0.18,0.197,0.43,0.1642,2,34,36
2011-01-07 23:00:00,1,0,1,2,0.18,0.197,0.51,0.1642,1,14,15
2011-01-08 00:00:00,1,0,0,2,0.18,0.197,0.51,0.1642,1,24,25
2011-01-08 01:00:00,1,0,0,2,0.18,0.2121,0.55,0.0896,1,15,16
2011-01-08 02:00:00,1,0,0,2,0.18,0.2424,0.55,0.0,3,13,16
2011-01-08 03:00:00,1,0,0,3,0.18,0.197,0.55,0.1642,0,7,7
2011-01-08 04:00:00,1,0,0,3,0.18,0.197,0.55,0.1642,0,1,1
2011-01-08 05:00:00,1,0,0,2,0.16,0.1667,0.74,0.1642,0,5,5
2011-01-08 06:00:00,1,0,0,2,0.16,0.1667,0.74,0.1642,0,2,2
2011-01-08 07:00:00,1,0,0,2,0.16,0.1818,0.74,0.1045,1,8,9
2011-01-08 08:00:00,1,0,0,3,0.16,0.1818,0.93,0.1045,0,15,15
2011-01-08 09:00:00,1,0,0,3,0.16,0.1818,0.93,0.1045,0,20,20
2011-01-08 10:00:00,1,0,0,2,0.18,0.197,0.8,0.1642,5,56,61
2011-01-08 11:00:00,1,0,0,2,0.2,0.1818,0.69,0.3881,2,60,62
2011-01-08 12:00:00,1,0,0,2,0.2,0.1818,0.59,0.3582,8,90,98
2011-01-08 13:00:00,1,0,0,1,0.2,0.1818,0.44,0.3284,7,95,102
2011-01-08 14:00:00,1,0,0,1,0.2,0.1667,0.32,0.4925,12,83,95
2011-01-08 15:00:00,1,0,0,1,0.2,0.1667,0.32,0.4478,5,69,74
2011-01-08 16:00:00,1,0,0,1,0.18,0.1364,0.29,0.4478,8,68,76
2011-01-08 17:00:00,1,0,0,1,0.16,0.1212,0.37,0.5522,5,64,69
2011-01-08 18:00:00,1,0,0,1,0.14,0.1212,0.39,0.2985,3,52,55
2011-01-08 19:00:00,1,0,0,1,0.14,0.1212,0.36,0.2537,4,26,30
2011-01-08 20:00:00,1,0,0,1,0.12,0.1212,0.36,0.2537,0,28,28
2011-01-08 21:00:00,1,0,0,1,0.12,0.1061,0.39,0.3582,2,35,37
2011-01-08 22:00:00,1,0,0,1,0.12,0.1061,0.36,0.3881,1,33,34
2011-01-08 23:00:00,1,0,0,1,0.1,0.0606,0.39,0.4478,0,22,22
2011-01-09 00:00:00,1,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25
2011-01-09 01:00:00,1,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12
2011-01-09 02:00:00,1,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11
2011-01-09 03:00:00,1,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4
2011-01-09 04:00:00,1,0,0,1,0.08,0.0909,0.53,0.194,0,1,1
2011-01-09 05:00:00,1,0,0,1,0.08,0.0909,0.53,0.194,0,1,1
2011-01-09 06:00:00,1,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1
2011-01-09 07:00:00,1,0,0,1,0.08,0.0909,0.53,0.194,1,5,6
2011-01-09 08:00:00,1,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10
2011-01-09 09:00:00,1,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19
2011-01-09 10:00:00,1,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49
2011-01-09 11:00:00,1,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49
2011-01-09 12:00:00,1,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83
2011-01-09 13:00:00,1,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75
2011-01-09 14:00:00,1,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72
2011-01-09 15:00:00,1,0,0,1,0.22,0.197,0.35,0.3582,5,77,82
2011-01-09 16:00:00,1,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92
2011-01-09 17:00:00,1,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62
2011-01-09 18:00:00,1,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48
2011-01-09 19:00:00,1,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41
2011-01-09 20:00:00,1,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38
2011-01-09 21:00:00,1,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20
2011-01-09 22:00:00,1,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15
2011-01-09 23:00:00,1,0,0,1,0.12,0.1364,0.5,0.194,0,6,6
2011-01-10 00:00:00,1,0,1,1,0.12,0.1212,0.5,0.2836,2,3,5
2011-01-10 01:00:00,1,0,1,1,0.12,0.1212,0.5,0.2836,1,0,1
2011-01-10 02:00:00,1,0,1,1,0.12,0.1212,0.5,0.2239,0,3,3
2011-01-10 03:00:00,1,0,1,1,0.12,0.1212,0.5,0.2239,0,1,1
2011-01-10 04:00:00,1,0,1,1,0.1,0.1212,0.54,0.1343,1,2,3
2011-01-10 05:00:00,1,0,1,1,0.1,0.1061,0.54,0.2537,0,3,3
2011-01-10 06:00:00,1,0,1,1,0.12,0.1212,0.5,0.2836,0,31,31
2011-01-10 07:00:00,1,0,1,1,0.12,0.1212,0.5,0.2239,2,75,77
2011-01-10 08:00:00,1,0,1,2,0.12,0.1212,0.5,0.2836,4,184,188
2011-01-10 09:00:00,1,0,1,2,0.14,0.1212,0.5,0.2537,2,92,94
2011-01-10 10:00:00,1,0,1,2,0.14,0.1212,0.5,0.2985,0,31,31
2011-01-10 11:00:00,1,0,1,2,0.16,0.1364,0.47,0.2836,2,28,30
2011-01-10 12:00:00,1,0,1,2,0.2,0.1818,0.4,0.2836,5,47,52
2011-01-10 13:00:00,1,0,1,2,0.2,0.1818,0.4,0.2836,4,50,54
2011-01-10 14:00:00,1,0,1,2,0.2,0.197,0.4,0.2239,0,47,47
2011-01-10 15:00:00,1,0,1,2,0.2,0.197,0.4,0.2239,2,43,45
2011-01-10 16:00:00,1,0,1,1,0.2,0.2121,0.4,0.1343,4,70,74
2011-01-10 17:00:00,1,0,1,1,0.2,0.2273,0.4,0.1045,4,174,178
2011-01-10 18:00:00,1,0,1,1,0.2,0.197,0.4,0.2239,1,154,155
2011-01-10 19:00:00,1,0,1,1,0.16,0.1667,0.47,0.1642,3,92,95
2011-01-10 20:00:00,1,0,1,1,0.16,0.1667,0.5,0.1642,1,73,74
2011-01-10 21:00:00,1,0,1,1,0.14,0.1364,0.59,0.194,1,37,38
2011-01-10 22:00:00,1,0,1,1,0.14,0.1515,0.59,0.1642,2,22,24
2011-01-10 23:00:00,1,0,1,1,0.14,0.1515,0.59,0.1642,0,18,18
2011-01-11 00:00:00,1,0,1,1,0.14,0.1667,0.59,0.1045,2,10,12
2011-01-11 01:00:00,1,0,1,1,0.14,0.1515,0.59,0.1642,0,3,3
2011-01-11 02:00:00,1,0,1,2,0.16,0.1515,0.55,0.194,0,3,3
2011-01-11 05:00:00,1,0,1,2,0.16,0.1818,0.55,0.1343,0,6,6
2011-01-11 06:00:00,1,0,1,2,0.16,0.1818,0.55,0.1343,0,27,27
2011-01-11 07:00:00,1,0,1,2,0.16,0.2273,0.55,0.0,2,97,99
2011-01-11 08:00:00,1,0,1,2,0.18,0.2121,0.51,0.0896,3,214,217
2011-01-11 09:00:00,1,0,1,2,0.18,0.197,0.51,0.1642,3,127,130
2011-01-11 10:00:00,1,0,1,2,0.2,0.2121,0.51,0.1642,3,51,54
2011-01-11 11:00:00,1,0,1,2,0.2,0.2121,0.47,0.1343,4,31,35
2011-01-11 12:00:00,1,0,1,2,0.2,0.2273,0.51,0.1045,2,55,57
2011-01-11 13:00:00,1,0,1,2,0.2,0.2273,0.59,0.0896,6,46,52
2011-01-11 14:00:00,1,0,1,2,0.2,0.2273,0.59,0.0896,3,60,63
2011-01-11 15:00:00,1,0,1,2,0.16,0.197,0.8,0.0896,2,45,47
2011-01-11 16:00:00,1,0,1,2,0.16,0.1515,0.86,0.2239,4,72,76
2011-01-11 17:00:00,1,0,1,2,0.16,0.1515,0.86,0.2239,6,130,136
2011-01-11 18:00:00,1,0,1,3,0.16,0.1818,0.93,0.1045,1,94,95
2011-01-11 19:00:00,1,0,1,3,0.16,0.2273,0.93,0.0,0,51,51
2011-01-11 20:00:00,1,0,1,3,0.16,0.1515,0.93,0.194,0,32,32
2011-01-11 21:00:00,1,0,1,3,0.16,0.197,0.86,0.0896,0,20,20
2011-01-11 22:00:00,1,0,1,3,0.16,0.1818,0.93,0.1045,1,28,29
2011-01-11 23:00:00,1,0,1,3,0.16,0.197,0.93,0.0896,1,18,19
2011-01-12 00:00:00,1,0,1,2,0.16,0.197,0.86,0.0896,0,7,7
2011-01-12 01:00:00,1,0,1,2,0.16,0.1818,0.86,0.1045,0,6,6
2011-01-12 02:00:00,1,0,1,1,0.14,0.1515,0.86,0.1343,0,1,1
2011-01-12 05:00:00,1,0,1,1,0.14,0.1515,0.86,0.1642,0,5,5
2011-01-12 06:00:00,1,0,1,1,0.12,0.1515,0.93,0.1343,0,16,16
2011-01-12 07:00:00,1,0,1,1,0.14,0.1515,0.69,0.1343,0,54,54
2011-01-12 08:00:00,1,0,1,1,0.16,0.1667,0.59,0.1642,3,125,128
2011-01-12 09:00:00,1,0,1,1,0.16,0.1364,0.59,0.3284,3,78,81
2011-01-12 10:00:00,1,0,1,1,0.18,0.1818,0.55,0.2239,0,39,39
2011-01-12 11:00:00,1,0,1,1,0.2,0.1818,0.51,0.3881,3,32,35
2011-01-12 12:00:00,1,0,1,1,0.2,0.1515,0.47,0.5821,3,52,55
2011-01-12 13:00:00,1,0,1,1,0.22,0.197,0.44,0.3582,0,49,49
2011-01-12 14:00:00,1,0,1,1,0.2,0.1818,0.47,0.3284,0,44,44
2011-01-12 15:00:00,1,0,1,1,0.2,0.1667,0.47,0.4179,1,48,49
2011-01-12 16:00:00,1,0,1,1,0.22,0.197,0.44,0.3284,5,63,68
2011-01-12 17:00:00,1,0,1,1,0.2,0.1818,0.47,0.3582,0,139,139
2011-01-12 18:00:00,1,0,1,1,0.2,0.1515,0.47,0.5224,2,135,137
2011-01-12 19:00:00,1,0,1,1,0.18,0.1515,0.47,0.4179,1,82,83
2011-01-12 20:00:00,1,0,1,1,0.16,0.1364,0.5,0.3284,2,54,56
2011-01-12 21:00:00,1,0,1,1,0.16,0.1364,0.55,0.3284,0,57,57
2011-01-12 22:00:00,1,0,1,1,0.16,0.1212,0.55,0.4478,1,32,33
2011-01-12 23:00:00,1,0,1,1,0.14,0.1061,0.59,0.4179,1,19,20
2011-01-13 00:00:00,1,0,1,1,0.14,0.1212,0.59,0.2836,1,6,7
2011-01-13 01:00:00,1,0,1,1,0.14,0.1212,0.5,0.2836,0,2,2
2011-01-13 02:00:00,1,0,1,1,0.14,0.1212,0.5,0.3582,0,2,2
2011-01-13 03:00:00,1,0,1,1,0.14,0.1212,0.5,0.3284,0,3,3
2011-01-13 04:00:00,1,0,1,1,0.14,0.1212,0.5,0.2537,0,4,4
2011-01-13 05:00:00,1,0,1,1,0.14,0.1212,0.5,0.2985,0,3,3
2011-01-13 06:00:00,1,0,1,1,0.12,0.1515,0.54,0.1343,0,28,28
2011-01-13 07:00:00,1,0,1,1,0.12,0.1515,0.54,0.1343,0,72,72
2011-01-13 08:00:00,1,0,1,1,0.14,0.1364,0.5,0.194,5,197,202
2011-01-13 09:00:00,1,0,1,1,0.14,0.1212,0.5,0.3284,2,137,139
2011-01-13 10:00:00,1,0,1,2,0.16,0.1364,0.5,0.3582,2,36,38
2011-01-13 11:00:00,1,0,1,2,0.2,0.1667,0.44,0.4478,4,33,37
2011-01-13 12:00:00,1,0,1,1,0.2,0.1667,0.44,0.4179,3,49,52
2011-01-13 13:00:00,1,0,1,1,0.22,0.197,0.41,0.4478,2,81,83
2011-01-13 14:00:00,1,0,1,1,0.22,0.197,0.41,0.3881,3,39,42
2011-01-13 15:00:00,1,0,1,1,0.24,0.2121,0.38,0.2985,5,55,60
2011-01-13 16:00:00,1,0,1,1,0.24,0.2121,0.38,0.3582,2,76,78
2011-01-13 17:00:00,1,0,1,1,0.2,0.1818,0.4,0.2836,4,158,162
2011-01-13 18:00:00,1,0,1,1,0.2,0.1818,0.4,0.3284,3,141,144
2011-01-13 19:00:00,1,0,1,1,0.16,0.1515,0.47,0.2537,1,98,99
2011-01-13 20:00:00,1,0,1,1,0.16,0.1515,0.47,0.2239,0,64,64
2011-01-13 21:00:00,1,0,1,1,0.14,0.1212,0.46,0.2985,0,40,40
2011-01-13 22:00:00,1,0,1,1,0.14,0.1212,0.46,0.3284,0,30,30
2011-01-13 23:00:00,1,0,1,1,0.12,0.1364,0.5,0.194,1,14,15
2011-01-14 00:00:00,1,0,1,1,0.12,0.1364,0.5,0.194,0,14,14
2011-01-14 01:00:00,1,0,1,1,0.1,0.1212,0.54,0.1642,0,5,5
2011-01-14 02:00:00,1,0,1,1,0.1,0.1212,0.54,0.1343,0,1,1
2011-01-14 03:00:00,1,0,1,1,0.1,0.1364,0.54,0.1045,0,1,1
2011-01-14 05:00:00,1,0,1,1,0.1,0.1364,0.54,0.0896,0,8,8
2011-01-14 06:00:00,1,0,1,1,0.1,0.1818,0.54,0.0,0,17,17
2011-01-14 07:00:00,1,0,1,1,0.1,0.1212,0.74,0.1642,0,70,70
2011-01-14 08:00:00,1,0,1,1,0.12,0.1667,0.68,0.0,2,156,158
2011-01-14 09:00:00,1,0,1,1,0.14,0.1515,0.69,0.1343,0,117,117
2011-01-14 10:00:00,1,0,1,1,0.18,0.1818,0.55,0.194,4,40,44
